JU52,Junkers Ju 52/3M,https://en.wikipedia.org//wiki/Junkers_Ju_52
K35R,Boeing KC-135 Stratotanker,https://en.wikipedia.org//wiki/Boeing_KC-135_Stratotanker
L101,Lockheed L-1011 Tristar,https://en.wikipedia.org//wiki/Lockheed_L-1011_Tristar
L188,Lockheed L-188 Electra,https://en.wikipedia.org//wiki/Lockheed_L-188_Electra
L410,LET 410,https://en.wikipedia.org//wiki/LET_410
LJ35,Learjet 35 / 36 / C-21A,https://en.wikipedia.org//wiki/Learjet_35
LJ60,Learjet 60,https://en.wikipedia.org//wiki/Learjet_60
MD11,McDonnell Douglas MD-11,https://en.wikipedia.org//wiki/McDonnell_Douglas_MD-11
MD11,McDonnell Douglas MD-11F,https://en.wikipedia.org//wiki/McDonnell_Douglas_MD-11
MD11,McDonnell Douglas MD-11C,https://en.wikipedia.org//wiki/McDonnell_Douglas_MD-11
MD81,McDonnell Douglas MD-81,https://en.wikipedia.org//wiki/McDonnell_Douglas_MD-81
MD82,McDonnell Douglas MD-82,https://en.wikipedia.org//wiki/McDonnell_Douglas_MD-82
MD83,McDonnell Douglas MD-83,https://en.wikipedia.org//wiki/McDonnell_Douglas_MD-83
MD87,McDonnell Douglas MD-87,https://en.wikipedia.org//wiki/McDonnell_Douglas_MD-87
MD88,McDonnell Douglas MD-88,https://en.wikipedia.org//wiki/McDonnell_Douglas_MD-88
MD90,McDonnell Douglas MD-90,https://en.wikipedia.org//wiki/McDonnell_Douglas_MD-90
MI24,Mil Mi-24 / Mi-25 / Mi-35,https://en.wikipedia.org//wiki/Mil_Mi-24
MI8,MIL Mi-8 / Mi-17 / Mi-171 / Mil-172,https://en.wikipedia.org//wiki/Mil_Mi-8
MU2,Mitsubishi Mu-2,https://en.wikipedia.org//wiki/Mitsubishi_Mu-2
N262,Aerospatiale (Nord) 262,https://en.wikipedia.org//wiki/A%C3%A9rospatiale_N_262
NOMA,Government Aircraft Factories N22B / N24A Nomad,https://en.wikipedia.org//wiki/GAF_Nomad
P06T,Tecnam P2006T,https://en.wikipedia.org//wiki/Tecnam_P2006T
P8,Boeing P-8 Poseidon,https://en.wikipedia.org//wiki/Boeing_P-8_Poseidon
P180,Piaggio P.180 Avanti,https://en.wikipedia.org//wiki/Piaggio_P.180_Avanti
P212,Tecnam P2012 Traveller,https://en.wikipedia.org//wiki/Tecnam_P2012_Traveller
P68,Partenavia P.68,https://en.wikipedia.org//wiki/Partenavia_P.68
PA31,Piper PA-31 Navajo,https://en.wikipedia.org//wiki/Piper_PA-31_Navajo
PA34,Piper PA-34 Seneca,https://en.wikipedia.org//wiki/Piper_PA-34_Seneca
PA44,Piper PA-44 Seminole,https://en.wikipedia.org//wiki/Piper_PA-44_Seminole
PC12,Pilatus PC-12,https://en.wikipedia.org//wiki/Pilatus_PC-12
PC6T,Pilatus PC-6 Turbo Porter,https://en.wikipedia.org//wiki/Pilatus_PC-6_Turbo_Porter
PC24,Pilatus PC-24,https://en.wikipedia.org//wiki/Pilatus_PC-24
RJ1H,Avro RJ100,https://en.wikipedia.org//wiki/Avro_RJ100
RJ70,Avro RJ70,https://en.wikipedia.org//wiki/Avro_RJ70
RJ85,Avro RJ85,https://en.wikipedia.org//wiki/Avro_RJ85
S58T,Sikorsky S-58T,https://en.wikipedia.org//wiki/Sikorsky_S-58
S601,Aerospatiale SN.601 Corvette,https://en.wikipedia.org//wiki/A%C3%A9rospatiale_Corvette
S61,Sikorsky S-61,https://en.wikipedia.org//wiki/Sikorsky_S-61
S65C,Eurocopter (Aerospatiale) SA365C Dauphin 2,https://en.wikipedia.org//wiki/Eurocopter_Dauphin
S76,Sikorsky S-76,https://en.wikipedia.org//wiki/Sikorsky_S-76
S92,Sikorsky S-92,https://en.wikipedia.org//wiki/Sikorsky_S-92
SB20,Saab 2000,https://en.wikipedia.org//wiki/Saab_2000
SC7,Shorts SC-7 Skyvan,https://en.wikipedia.org//wiki/Shorts_SC-7
SF34,Saab SF340A/B,https://en.wikipedia.org//wiki/Saab_SF340
SF50,Cirrus SF50 Vision Jet,https://en.wikipedia.org//wiki/Cirrus_Vision_SF50
SH33,Shorts SD.330,https://en.wikipedia.org//wiki/Short_330
SH36,Shorts SD.360,https://en.wikipedia.org//wiki/Short_360
SU95,Sukhoi Superjet 100-95,https://en.wikipedia.org//wiki/Sukhoi_Superjet_100-95
SW4,Fairchild Swearingen Metroliner,https://en.wikipedia.org//wiki/Fairchild_Swearingen_Metroliner
T134,Tupolev Tu-134,https://en.wikipedia.org//wiki/Tupolev_Tu-134
T154,Tupolev Tu-154,https://en.wikipedia.org//wiki/Tupolev_Tu-154
T204,Tupolev Tu-204 / Tu-214,https://en.wikipedia.org//wiki/Tupolev_Tu-204
TBM7,Daher TBM 700,https://en.wikipedia.org//wiki/Daher_TBM
